country_iso2,WINDOWS,ANDROID,MACOSX,IOS,LINUX,CHROMEOS,SMART_TV,tls13,IPv6,HTTP/3,bw_p50
DJ,24.76829216981132,61.094823641509436,3.2578924150943394,9.726999528301887,0.9580792264150944,0.1163212075471698,0.07759181132075471,63.21801796226415,2.6671270943396226,27.59474158490566,4.9247978490566044
DK,37.24240266037736,15.777114452830189,15.784407924528303,28.131231867924527,2.027757433962264,0.8937592452830189,0.14332630188679246,63.56024550943397,20.888093150943398,32.103877905660376,33.33625743396227
DM,39.63556267924529,35.650165320754716,7.299556,13.792846358490566,1.275625037735849,2.1921270754716984,0.15411730188679246,65.05146737735849,30.530707735849056,30.107542924528303,8.385688037735848
DO,36.16936303773585,33.25824481132076,6.193137849056604,21.20448233962264,2.763191962264151,0.3694115849056604,0.04216845283018868,66.76907705660376,30.07802124528302,27.38171041509434,10.409626981132076
DZ,28.436612358490567,59.28766949056604,1.8299304150943396,9.103151603773584,1.2301382641509433,0.0777754716981132,0.03472249056603774,60.12780547169811,0.4885428301886792,29.525996962264152,9.546320773584906
EC,43.69203645283019,39.102326754716984,5.811277830188679,8.972049811320755,2.183396150943396,0.21232281132075473,0.026589962264150942,72.35703032075472,23.09512730188679,21.223039264150945,16.221981716981134
EE,47.50452641509434,24.515137150943396,10.368258981132076,14.652602735849056,2.785676301886792,0.09950630188679245,0.0742921320754717,63.76707032075472,32.232207018867925,30.005025094339622,29.464162547169813
EG,29.377566094339624,52.980483415094334,2.953680849056604,12.659552188679246,1.7936346226415094,0.08477149056603774,0.15031141509433962,61.06509471698113,4.418201660377359,30.686375320754717,8.103538735849057
EH,62.7749673018868,14.69126020754717,3.6790761886792454,2.4404213396226417,5.0935202075471695,0.0,0.0,69.11207209433962,69.36190309433962,2.5015194339622644,7.41102025
ER,88.70011683018868,9.128407,0.4493928490566038,0.8606188301886792,0.6582083396226415,0.20325616981132075,0.0,74.06178167924529,57.276043811320754,8.550965452830189,8.510521
ES,38.55944837735849,32.500064056603776,9.845329339622642,15.598445924528301,2.3962011132075474,1.0468654905660377,0.053645698113207546,71.51057967924528,10.898057679245282,23.782139320754716,29.16878813207547
ET,28.441412509433963,63.95886337735849,2.323120641509434,3.4648465283018868,1.4777334339622643,0.2833005283018868,0.05072296226415095,66.77500262264151,0.44225924528301885,23.087521000000002,4.27855141509434
EU,,,,,,,,,,,
FI,47.734909679245284,21.928431094339622,9.710038132075471,12.572081547169812,7.456403679245283,0.5330293018867924,0.06510662264150943,78.31993350943397,32.16694303773585,14.104020320754715,22.901895000000003
FJ,38.793682754716976,43.77172113207548,4.305454679245283,11.721516547169811,0.9553113396226415,0.3915199433962264,0.06079352830188679,65.57055290566038,23.13674996226415,30.138808641509435,6.848848433962265
FK,35.94230152830188,32.08429979245283,7.967829320754717,23.006843905660375,0.8969720188679245,0.08914392452830189,0.01260945283018868,75.19980818867924,21.266345811320758,11.50796803773585,9.183063357142856
FM,31.687466150943397,41.76659503773585,5.814452433962264,18.298750773584906,0.7006477358490566,1.7236772075471696,0.008410716981132075,59.09226030188679,16.213365056603774,35.63836815094339,6.872141169811321
FO,35.95003696226415,16.89514879245283,13.198449603773586,31.67963,1.1510897735849057,1.0210866037735848,0.10455824528301887,62.23040939622641,3.180618320754717,33.05215745283019,15.54993816981132
FR,37.469970396226415,29.941610264150945,10.892258603773586,18.249904075471697,2.718257358490566,0.3931644528301887,0.3348349433962264,71.74437005660377,49.8670530754717,22.135041396226413,33.13926564150943
GA,28.023558150943394,55.51322754716981,4.455509981132075,10.284715113207548,1.3427220754716982,0.20144877358490568,0.1788181320754717,68.4615348490566,20.662014509433963,22.847729679245283,4.347664037735849
GB,31.506529415094338,23.983038962264153,13.38376179245283,27.575375339622642,2.3994823396226415,1.0621890566037735,0.08962288679245282,70.48456884905661,30.794659226415096,21.914372264150945,31.101076358490566
GD,34.34588964150944,32.41541994339622,13.049190150943396,16.596145566037737,2.1349935471698114,1.3504560566037738,0.10790498113207547,70.35090383018867,9.40152520754717,24.607817132075475,8.355509452830189
GE,33.152586075471696,34.20308598113208,7.583745094339623,23.32824616981132,1.4369420566037736,0.12753090566037736,0.167863679245283,53.84946405660378,9.48282120754717,36.247154528301884,11.224076566037734
