date,country_iso2,metric,p75,p50,p25
2025-12-01 00:00:00+00:00,AN,DNS,,,
2025-12-08 00:00:00+00:00,AN,DNS,,,
2025-12-15 00:00:00+00:00,AN,DNS,,,
2025-12-22 00:00:00+00:00,AN,DNS,,,
2025-12-29 00:00:00+00:00,AN,DNS,,,
2026-01-05 00:00:00+00:00,AN,DNS,,,
2026-01-12 00:00:00+00:00,AN,DNS,,,
2026-01-19 00:00:00+00:00,AN,DNS,,,
2026-01-26 00:00:00+00:00,AN,DNS,,,
2026-02-02 00:00:00+00:00,AN,DNS,,,
2026-02-09 00:00:00+00:00,AN,DNS,,,
2026-02-16 00:00:00+00:00,AN,DNS,,,
2026-02-23 00:00:00+00:00,AN,DNS,,,
2026-03-02 00:00:00+00:00,AN,DNS,,,
2026-03-09 00:00:00+00:00,AN,DNS,,,
2026-03-16 00:00:00+00:00,AN,DNS,,,
2026-03-23 00:00:00+00:00,AN,DNS,,,
2026-03-30 00:00:00+00:00,AN,DNS,,,
2026-04-06 00:00:00+00:00,AN,DNS,,,
2026-04-13 00:00:00+00:00,AN,DNS,,,
2026-04-20 00:00:00+00:00,AN,DNS,,,
2026-04-27 00:00:00+00:00,AN,DNS,,,
2026-05-04 00:00:00+00:00,AN,DNS,,,
2026-05-11 00:00:00+00:00,AN,DNS,,,
2026-05-18 00:00:00+00:00,AN,DNS,,,
2026-05-25 00:00:00+00:00,AN,DNS,,,
2026-06-01 00:00:00+00:00,AN,DNS,,,
2026-06-08 00:00:00+00:00,AN,DNS,,,
2025-06-09 00:00:00+00:00,AF,DNS,255.994667,180.55017,130.991823
2025-06-16 00:00:00+00:00,AF,DNS,249.922026,179.649048,133.591923
2025-06-23 00:00:00+00:00,AF,DNS,245.107994,169.949034,125.81168
2025-06-30 00:00:00+00:00,AF,DNS,252.558372,174.864071,127.986489
2025-07-07 00:00:00+00:00,AF,DNS,256.060624,176.59667,130.126937
2025-07-14 00:00:00+00:00,AF,DNS,263.806943,180.427446,131.731987
2025-07-21 00:00:00+00:00,AF,DNS,271.230518,181.052193,130.900447
2025-07-28 00:00:00+00:00,AF,DNS,246.666388,176.698319,131.059491
2025-08-04 00:00:00+00:00,AF,DNS,289.647683,182.010519,137.051601
2025-08-11 00:00:00+00:00,AF,DNS,263.27199,179.442942,134.176605
2025-08-18 00:00:00+00:00,AF,DNS,272.662572,186.375545,136.864329
2025-08-25 00:00:00+00:00,AF,DNS,263.389874,177.419172,131.247846
2025-09-01 00:00:00+00:00,AF,DNS,288.426043,192.214235,135.430655
2025-09-08 00:00:00+00:00,AF,DNS,304.332719,202.613389,143.234102
2025-09-15 00:00:00+00:00,AF,DNS,296.795889,199.368096,147.327037
2025-09-22 00:00:00+00:00,AF,DNS,298.905128,198.997544,141.771607
2025-09-29 00:00:00+00:00,AF,DNS,294.695023,202.018219,148.965899
2025-10-06 00:00:00+00:00,AF,DNS,308.061665,210.110255,150.007612
2025-10-13 00:00:00+00:00,AF,DNS,275.904203,181.825559,132.402895
