country_iso2,bot_ratio,tls13,IPv6,HTTP/3,bw_p50
RS,0.1575106488663494,61.474094660377354,5.904211283018868,31.60766237735849,22.191609773584908
RU,0.4065320020714064,63.49497260377359,7.594423584905661,17.563042811320756,11.846104471698112
RW,0.10190192999898098,67.81194318867924,17.334467415094338,25.224042396226416,5.1593641509433965
SA,0.1058372662253567,69.84341464150944,56.84627737735849,23.971840433962264,7.7237039622641515
SB,0.20944819584696214,59.366681566037734,15.051007056603774,26.473477679245285,6.765724075471698
SC,0.22914755358261416,65.91770052830189,11.494187849056605,26.54197916981132,6.9445667547169805
SD,0.13865562226276437,64.19200471698113,12.182582,27.120150584905662,4.395020188679245
SE,0.28604815905374326,70.81803481132076,24.399234150943396,22.35385266037736,35.44373937735849
SG,0.740305166973729,78.38988513207548,6.644292358490566,6.911944301886793,52.38598275471698
SH,0.15909239830029584,76.12317394339622,6.2871740377358485,16.73263179245283,
SI,0.15428316433807981,66.09506158490565,11.052737849056605,29.402832226415097,25.5017821509434
SJ,0.1610285052814086,71.89193813207548,34.04789626415094,19.13266658490566,7.650543600000001
SK,0.13219663264018747,66.21856849056604,10.318309641509433,29.909565226415097,24.72857145283019
SL,0.1626501456587509,68.47709375471698,3.1344519056603772,20.207484075471697,3.687060075471698
SM,0.13235801924395946,61.5491788490566,1.5859533018867924,31.910476830188678,43.289175339622645
SN,0.2242949856581344,65.56496939622642,25.398952981132076,25.351018075471696,6.6326175471698114
SO,0.09604864830092631,53.466929867924534,0.9679134150943396,38.71559639622642,4.238933490566038
SR,0.09417952226320915,70.31514698113207,40.90039152830188,25.450631660377358,7.424080226415094
SS,0.18162406207365547,68.55216979245283,17.265400490566037,21.417744056603773,5.009277716981132
ST,0.24752110678997763,62.77666054716981,3.0552746603773584,24.004391811320755,6.203136188679245
SV,0.07829670981053778,69.79476611320754,16.505828471698113,25.89725688679245,9.364139113207548
SX,0.09845039245184568,66.17258449056604,26.950765811320753,27.42112216981132,11.367964603773585
SY,0.2995184262234199,72.09705443396226,0.44976541509433965,17.414255641509435,3.4246065660377356
SZ,0.08539903716895733,69.71766928301888,2.0075764150943396,25.059742150943396,11.320069886792453
TC,0.09165752905568718,67.29621064150943,23.621335000000002,27.300370377358494,12.96527758490566
TD,0.31924741678926033,66.80693556603774,12.40270062264151,18.072781584905663,3.595321716981132
TF,0.5523655199943701,80.73054713207547,97.99547528301886,0.636372924528302,65.206349
TG,0.29292073678952363,61.80710958490566,20.477238150943396,22.838055811320753,4.875031754716981
TH,0.10885153358381713,62.45566309433963,42.53935258490566,32.68882203773585,27.46944747169811
TJ,0.15301959358337544,60.66719501886792,0.3317985849056604,28.666634584905662,4.085156905660377
TK,0.2533642841484097,67.8693707735849,33.694910830188675,22.796822773584903,4.5377866
TL,0.15151013490414525,57.027679849056604,6.265428018867924,31.173505849056603,4.727249283018868
TM,0.7529265720679423,62.79689541509434,0.024096830188679245,35.288951245283016,6.385601583333333
TN,0.13481750679110463,58.95651366037736,16.89418845283019,34.63249505660377,9.403827754716982
TO,0.14636807433815896,69.29046994339622,28.374768264150944,25.180899490566038,6.318749301886792
TR,0.13589877886656554,64.6877351509434,15.299316547169813,25.50939396226415,13.502528150943396
